1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0714,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
1.5900,0.0000,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,1.5900,0.0000,0.0000,1.1498,
